mã sự kiện,tiêu đề sự kiện,tiêu đề sự kiện (tiếng Anh),ngày công bố,ngày thực hiện,liên kết nguồn,mã loại sự kiện,tỷ lệ,giá trị,ngày chốt quyền,ngày không hưởng quyền,tên loại sự kiện,tên loại sự kiện (tiếng Anh),mã chứng khoán
56812720,DXG - Phát hành cổ phiếu thưởng tỷ lệ 17%,DXG - Issues bonus shares at 17%,2025-05-28,2025-06-04T00:00:00,http://fiinpro.com/News/Detail/11590265?lang=vi-vn,ISS,0.17,0,2025-06-05T00:00:00,2025-06-04,Phát hành cổ phiếu,Share Issue,DXG
34931789,"DXG - Niêm yết bổ sung 101,671,919 cổ phiếu","DXG- Lists additional 101,671,919 shares",2024-03-05,2024-03-04T00:00:00,http://fiinpro.com/News/Detail/11107189?lang=vi-vn,AIS,0,0,1753-01-01T00:00:00,1753-01-01,Niêm yết thêm,Additional Listing,DXG
53564525,DXG - Niêm yết bổ sung 150.146.548 cổ phiếu,"DXG- Lists additional 150,146,548 shares",2025-03-25,2025-04-02T00:00:00,http://fiinpro.com/News/Detail/11504315?lang=vi-vn,AIS,0,0,1753-01-01T00:00:00,1753-01-01,Niêm yết thêm,Additional Listing,DXG
31336707,DXG - Phát hành cổ phiếu cho cổ đông hiện hữu tỷ lệ 6 : 1 giá 12.000 đồng/cp,"DXG - Issues additional shares for existing shareholders at 6 : 1 at VND 12,000/share",2023-12-07,2023-12-14T00:00:00,http://fiinpro.com/News/Detail/11014718?lang=vi-vn,ISS,0.16666667,0,2023-12-15T00:00:00,2023-12-14,Phát hành cổ phiếu,Share Issue,DXG
58812492,DXG - Niêm yết bổ sung 148.034.206 cổ phiếu,"DXG- Lists additional 148,034,206 shares",2025-07-04,2025-07-03T00:00:00,https://www.hsx.vn/vi/tin-tuc/dxg-thong-bao-ve-viec-giao-dich-chung-khoan-thay-doi-dang-ky-niem-yet/2385946,AIS,0,0,1753-01-01T00:00:00,1753-01-01,Niêm yết thêm,Additional Listing,DXG
6775150,"DXG - Niêm yết bổ sung 3,500,000 cổ phiếu","DXG- Lists additional 3,500,000 shares",2022-04-29,2026-03-09T00:00:00,https://www.hsx.vn/Modules/Cms/Web/DownloadFile/9a927ba1-158a-482d-b74a-7ed7d16c0e8b?ridx=342126129,AIS,0,0,1753-01-01T00:00:00,1753-01-01,Niêm yết thêm,Additional Listing,DXG
6775110,"DXG - Niêm yết bổ sung 1,400,000 cổ phiếu","DXG- Lists additional 1,400,000 shares",2022-04-29,2024-03-08T00:00:00,https://www.hsx.vn/Modules/Cms/Web/DownloadFile/9a927ba1-158a-482d-b74a-7ed7d16c0e8b?ridx=342126129,AIS,0,0,1753-01-01T00:00:00,1753-01-01,Niêm yết thêm,Additional Listing,DXG
33746724,"DXG - Niêm yết bổ sung 9,000,000 cổ phiếu","DXG- Lists additional 9,000,000 shares",2024-02-06,2024-02-02T00:00:00,https://www.hsx.vn/Modules/Cms/Web/DownloadFile/6e43cc84-83c4-479f-8787-aa4e878d9565?ridx=437967458,AIS,0,0,1753-01-01T00:00:00,1753-01-01,Niêm yết thêm,Additional Listing,DXG
28670035,"DXS - Phát hành cổ phiếu thưởng tỷ lệ 26,7%",DXS - Issues bonus shares at 26.7%,2023-10-06,2023-10-13T00:00:00,http://fiinpro.com/News/Detail/10948248?lang=vi-vn,ISS,0.267,0,2023-10-16T00:00:00,2023-10-13,Phát hành cổ phiếu,Share Issue,DXS
34978368,"DXS - Niêm yết bổ sung 5,000,000 cổ phiếu","DXS- Lists additional 5,000,000 shares",2024-03-06,2024-03-04T00:00:00,http://fiinpro.com/News/Detail/11108673?lang=vi-vn,AIS,0,0,1753-01-01T00:00:00,1753-01-01,Niêm yết thêm,Additional Listing,DXS
30200081,"DXS - Niêm yết bổ sung 120,980,747 cổ phiếu","DXS- Lists additional 120,980,747 shares",2023-11-10,2023-11-10T00:00:00,http://fiinpro.com/News/Detail/10983787?lang=vi-vn,AIS,0,0,1753-01-01T00:00:00,1753-01-01,Niêm yết thêm,Additional Listing,DXS
27654805,EIB - Phát hành cổ phiếu trả cổ tức tỷ lệ 18%,EIB - Issues dividend shares at 18%,2023-09-13,2023-09-22T00:00:00,http://fiinpro.com/News/Detail/10925906?lang=vi-vn,ISS,0.18,0,2023-09-25T00:00:00,2023-09-22,Phát hành cổ phiếu,Share Issue,EIB
43811592,EIB - Phát hành cổ phiếu trả cổ tức tỷ lệ 7%,EIB - Issues dividend shares at 7%,2024-09-10,2024-09-19T00:00:00,http://fiinpro.com/News/Detail/11313481?lang=vi-vn,ISS,0.07,0,2024-09-20T00:00:00,2024-09-19,Phát hành cổ phiếu,Share Issue,EIB
43808757,EIB - Trả cổ tức Cả năm năm 2023 bằng tiền 300 đồng/cổ phiếu,EIB - Pay cash dividend 2023 - Year at VND 300/share,2024-09-10,2024-10-04T00:00:00,http://fiinpro.com/News/Detail/11313481?lang=vi-vn,DIV,0.03,300,2024-09-20T00:00:00,2024-09-19,Trả cổ tức bằng tiền mặt,Cash Dividend,EIB
18590345,EIB - Phát hành cổ phiếu trả cổ tức tỷ lệ 20%,EIB - Issues dividend shares at 20%,2023-02-08,2023-02-17T00:00:00,http://fiinpro.com/News/Detail/10681994?lang=vi-vn,ISS,0.2,0,2023-02-20T00:00:00,2023-02-17,Phát hành cổ phiếu,Share Issue,EIB
20318600,"EIB - Niêm yết bổ sung 245,881,955 cổ phiếu","EIB- Lists additional 245,881,955 shares",2023-03-23,2023-03-23T00:00:00,http://fiinpro.com/News/Detail/10726884?lang=vi-vn,AIS,0,0,1753-01-01T00:00:00,1753-01-01,Niêm yết thêm,Additional Listing,EIB
29062859,"EIB - Niêm yết bổ sung 265,551,289 cổ phiếu","EIB- Lists additional 265,551,289 shares",2023-10-17,2023-10-17T00:00:00,http://fiinpro.com/News/Detail/10958301?lang=vi-vn,AIS,0,0,1753-01-01T00:00:00,1753-01-01,Niêm yết thêm,Additional Listing,EIB
45466434,EIB - Niêm yết bổ sung 121.854.459 cổ phiếu,"EIB- Lists additional 121,854,459 shares",2024-10-11,2024-10-11T00:00:00,http://fiinpro.com/News/Detail/11345283?lang=vi-vn,AIS,0,0,1753-01-01T00:00:00,1753-01-01,Niêm yết thêm,Additional Listing,EIB
27834697,EVF - Phát hành cổ phiếu cho cổ đông hiện hữu tỷ lệ 1 : 1 giá 11.000 đồng/cp,"EVF - Issues additional shares for existing shareholders at 1 : 1 at VND 11,000/share",2023-09-15,2023-09-21T00:00:00,http://fiinpro.com/News/Detail/10929536?lang=vi-vn,ISS,1,0,2023-09-22T00:00:00,2023-09-21,Phát hành cổ phiếu,Share Issue,EVF
45433151,EVF - Phát hành cổ phiếu trả cổ tức tỷ lệ 8%,EVF - Issues dividend shares at 8%,2024-10-11,2024-10-17T00:00:00,http://fiinpro.com/News/Detail/11345293?lang=vi-vn,ISS,0.08,0,2024-10-18T00:00:00,2024-10-17,Phát hành cổ phiếu,Share Issue,EVF
32080696,"EVF - Niêm yết bổ sung 351,064,031 cổ phiếu","EVF- Lists additional 351,064,031 shares",2023-12-22,2023-12-22T00:00:00,https://www.hsx.vn/Modules/Cms/Web/DownloadFile/d9748644-2da6-4c02-93d8-2f0da609394c?ridx=1592227048,AIS,0,0,1753-01-01T00:00:00,1753-01-01,Niêm yết thêm,Additional Listing,EVF
32565123,"EVF - Niêm yết bổ sung 2,120,227 cổ phiếu","EVF- Lists additional 2,120,227 shares",2024-01-05,2023-12-29T00:00:00,http://fiinpro.com/News/Detail/11040219?lang=vi-vn,AIS,0,0,1753-01-01T00:00:00,1753-01-01,Niêm yết thêm,Additional Listing,EVF
47048910,EVF - Niêm yết bổ sung 56.317.513 cổ phiếu,"EVF- Lists additional 56,317,513 shares",2024-11-15,2024-11-14T00:00:00,http://fiinpro.com/News/Detail/11380282?lang=vi-vn,AIS,0,0,1753-01-01T00:00:00,1753-01-01,Niêm yết thêm,Additional Listing,EVF
24280813,FPT - Phát hành cổ phiếu trả cổ tức tỷ lệ 15%,FPT - Issues dividend shares at 15%,2023-06-27,2023-07-05T00:00:00,http://fiinpro.com/News/Detail/10826365?lang=vi-vn,ISS,0.15,0,2023-07-06T00:00:00,2023-07-05,Phát hành cổ phiếu,Share Issue,FPT
39294399,FPT - Phát hành cổ phiếu thưởng tỷ lệ 15%,FPT - Issues bonus shares at 15%,2024-06-07,2024-06-12T00:00:00,http://fiinpro.com/News/Detail/11209192?lang=vi-vn,ISS,0.15,0,2024-06-13T00:00:00,2024-06-12,Phát hành cổ phiếu,Share Issue,FPT
59428103,FPT - Phát hành cổ phiếu thưởng tỷ lệ 15%,FPT - Issues bonus shares at 15%,2025-07-16,2025-07-21T00:00:00,http://fiinpro.com/News/Detail/11634631?lang=vi-vn,ISS,0.15,0,2025-07-22T00:00:00,2025-07-21,Phát hành cổ phiếu,Share Issue,FPT
58293513,FPT - Niêm yết bổ sung 10.260.939 cổ phiếu,"FPT- Lists additional 10,260,939 shares",2025-06-24,2025-06-19T00:00:00,https://www.hsx.vn/vi/tin-tuc/fpt-thong-bao-ve-viec-giao-dich-chung-khoan-thay-doi-dang-ky-niem-yet/2383358,AIS,0,0,1753-01-01T00:00:00,1753-01-01,Niêm yết thêm,Additional Listing,FPT
23413,FPT - Niêm yết bổ sung 1.290.300 cổ phiếu,"FPT - Lists additional 1,290,300 shares",2021-05-17,2031-04-07T00:00:00,http://fiinpro.com/News/Detail/7660313?lang=vi-VN,AIS,0,0,1753-01-01T00:00:00,1753-01-01,Niêm yết thêm,Additional Listing,FPT
23412,FPT - Niêm yết bổ sung 3.919.468 cổ phiếu,"FPT - Lists additional 3,919,468 shares",2021-05-17,2024-04-08T00:00:00,http://fiinpro.com/News/Detail/7660313?lang=vi-VN,AIS,0,0,1753-01-01T00:00:00,1753-01-01,Niêm yết thêm,Additional Listing,FPT
7899738,"FPT - Niêm yết bổ sung 2,107,000 cổ phiếu","FPT- Lists additional 2,107,000 shares",2022-05-31,2032-05-10T00:00:00,http://fiinpro.com/News/Detail/10346938?lang=vi-vn,AIS,0,0,1753-01-01T00:00:00,1753-01-01,Niêm yết thêm,Additional Listing,FPT
7899729,"FPT - Niêm yết bổ sung 4,537,265 cổ phiếu","FPT- Lists additional 4,537,265 shares",2022-05-31,2025-05-12T00:00:00,http://fiinpro.com/News/Detail/10346938?lang=vi-vn,AIS,0,0,1753-01-01T00:00:00,1753-01-01,Niêm yết thêm,Additional Listing,FPT
49640617,FPT - Niêm yết bổ sung 10.621.117 cổ phiếu,"FPT- Lists additional 10,621,117 shares",2025-01-03,2025-01-02T00:00:00,http://fiinpro.com/News/Detail/11425649?lang=vi-vn,AIS,0,0,1753-01-01T00:00:00,1753-01-01,Niêm yết thêm,Additional Listing,FPT
24278208,FPT - Trả cổ tức Đợt 2 năm 2022 bằng tiền 1000 đồng/cổ phiếu,FPT - Pay cash dividend 2022 - Interim 2 at VND 1000/share,2023-06-27,2023-07-13T00:00:00,http://fiinpro.com/News/Detail/10826365?lang=vi-vn,DIV,0.1,1000,2023-07-06T00:00:00,2023-07-05,Trả cổ tức bằng tiền mặt,Cash Dividend,FPT
26443671,FPT - Trả cổ tức Đợt 1 năm 2023 bằng tiền 1000 đồng/cổ phiếu,FPT - Pay cash dividend 2023 - Interim 1 at VND 1000/share,2023-08-16,2023-09-12T00:00:00,http://fiinpro.com/News/Detail/10897683?lang=vi-vn,DIV,0.1,1000,2023-08-25T00:00:00,2023-08-24,Trả cổ tức bằng tiền mặt,Cash Dividend,FPT
39291584,FPT - Trả cổ tức Đợt 2 năm 2023 bằng tiền 1000 đồng/cổ phiếu,FPT - Pay cash dividend 2023 - Interim 2 at VND 1000/share,2024-06-07,2024-06-20T00:00:00,http://fiinpro.com/News/Detail/11209192?lang=vi-vn,DIV,0.1,1000,2024-06-13T00:00:00,2024-06-12,Trả cổ tức bằng tiền mặt,Cash Dividend,FPT
47608295,FPT - Trả cổ tức Đợt 1 năm 2024 bằng tiền 1000 đồng/cổ phiếu,FPT - Pay cash dividend 2024 - Interim 1 at VND 1000/share,2024-11-26,2024-12-13T00:00:00,http://fiinpro.com/News/Detail/11388264?lang=vi-vn,DIV,0.1,1000,2024-12-03T00:00:00,2024-12-02,Trả cổ tức bằng tiền mặt,Cash Dividend,FPT
57427908,FPT - Trả cổ tức Đợt 2 năm 2024 bằng tiền 1000 đồng/cổ phiếu,FPT - Pay cash dividend 2024 - Interim 2 at VND 1000/share,2025-06-06,2025-06-20T00:00:00,http://fiinpro.com/News/Detail/11594469?lang=vi-vn,DIV,0.1,1000,2025-06-13T00:00:00,2025-06-12,Trả cổ tức bằng tiền mặt,Cash Dividend,FPT
23411,FPT- Niêm yết thêm 508.706 cổ phiếu,FPT- Lists additional 508.706 shares,2020-06-19,2023-03-27T00:00:00,http://fiinpro.com/News/Detail/5205928?lang=vi-VN,AIS,0,0,1753-01-01T00:00:00,1753-01-01,Niêm yết thêm,Additional Listing,FPT
23349651,"FPT - Niêm yết bổ sung 7,305,050 cổ phiếu","FPT- Lists additional 7,305,050 shares",2023-06-01,2023-05-31T00:00:00,http://fiinpro.com/News/Detail/10801002?lang=vi-vn,AIS,0,0,1753-01-01T00:00:00,1753-01-01,Niêm yết thêm,Additional Listing,FPT
41509733,"FPT - Niêm yết bổ sung 190,479,191 cổ phiếu","FPT- Lists additional 190,479,191 shares",2024-07-25,2024-07-19T00:00:00,http://fiinpro.com/News/Detail/11268217?lang=vi-vn,AIS,0,0,1753-01-01T00:00:00,1753-01-01,Niêm yết thêm,Additional Listing,FPT
26120186,"FPT - Niêm yết bổ sung 165,637,253 cổ phiếu","FPT- Lists additional 165,637,253 shares",2023-08-09,2023-08-07T00:00:00,http://fiinpro.com/News/Detail/10890030?lang=vi-vn,AIS,0,0,1753-01-01T00:00:00,1753-01-01,Niêm yết thêm,Additional Listing,FPT
59037261,FRT - Phát hành cổ phiếu trả cổ tức tỷ lệ 25%,FRT - Issues dividend shares at 25%,2025-07-08,2025-07-16T00:00:00,http://fiinpro.com/News/Detail/11625705?lang=vi-vn,ISS,0.25,0,2025-07-17T00:00:00,2025-07-16,Phát hành cổ phiếu,Share Issue,FRT
24354024,"FRT - Niêm yết bổ sung 17,769,854 cổ phiếu","FRT- Lists additional 17,769,854 shares",2023-06-29,2023-06-28T00:00:00,http://fiinpro.com/News/Detail/10828751?lang=vi-vn,AIS,0,0,1753-01-01T00:00:00,1753-01-01,Niêm yết thêm,Additional Listing,FRT
23057458,FRT - Trả cổ tức Cả năm năm 2022 bằng tiền 500 đồng/cổ phiếu,FRT - Pay cash dividend 2022 - Year at VND 500/share,2023-05-25,2023-06-27T00:00:00,http://fiinpro.com/News/Detail/10793171?lang=vi-vn,DIV,0.05,500,2023-06-07T00:00:00,2023-06-06,Trả cổ tức bằng tiền mặt,Cash Dividend,FRT
23060000,FRT - Phát hành cổ phiếu trả cổ tức tỷ lệ 15%,FRT - Issues dividend shares at 15%,2023-05-25,2023-06-06T00:00:00,http://fiinpro.com/News/Detail/10793171?lang=vi-vn,ISS,0.15,0,2023-06-07T00:00:00,2023-06-06,Phát hành cổ phiếu,Share Issue,FRT
55686623,FTS - Phát hành cổ phiếu thưởng tỷ lệ 10%,FTS - Issues bonus shares at 10%,2025-05-06,2025-05-14T00:00:00,https://staticfile.hsx.vn/Uploads/UploadDocuments/2372562/20250506%20%20FTS%20%20TB%20814%20ve%20ngay%20DKCC%20tra%20co%20tuc%202024%20bang%20tien%20va%20PH%20CP%20tang%20von%20tu%20nguon%20VCSH.pdf,ISS,0.1,0,2025-05-15T00:00:00,2025-05-14,Phát hành cổ phiếu,Share Issue,FTS
21809132,FTS - Phát hành cổ phiếu thưởng tỷ lệ 10%,FTS - Issues bonus shares at 10%,2023-04-26,2023-05-11T00:00:00,http://fiinpro.com/News/Detail/10765486?lang=vi-vn,ISS,0.1,0,2023-05-12T00:00:00,2023-05-11,Phát hành cổ phiếu,Share Issue,FTS
37872897,FTS - Phát hành cổ phiếu thưởng tỷ lệ 40%,FTS - Issues bonus shares at 40%,2024-05-08,2024-05-15T00:00:00,http://fiinpro.com/News/Detail/11177916?lang=vi-vn,ISS,0.4,0,2024-05-16T00:00:00,2024-05-15,Phát hành cổ phiếu,Share Issue,FTS
58708591,FTS - Niêm yết bổ sung 30.590.243 cổ phiếu,"FTS- Lists additional 30,590,243 shares",2025-07-02,2025-07-01T00:00:00,http://fiinpro.com/News/Detail/11617520?lang=vi-vn,AIS,0,0,1753-01-01T00:00:00,1753-01-01,Niêm yết thêm,Additional Listing,FTS
1858443,FTS - Niêm yết bổ sung 1.037.100 cổ phiếu,"FTS - Lists additional 1,037,100 shares",2021-11-29,2023-07-05T00:00:00,https://www.hsx.vn/Modules/Cms/Web/DownloadFile/86e9c152-4910-494e-bc44-a3d8aeddbf0d?ridx=1675847317,AIS,0,0,1753-01-01T00:00:00,1753-01-01,Niêm yết thêm,Additional Listing,FTS
41099493,"FTS - Niêm yết bổ sung 5,529,950 cổ phiếu","FTS- Lists additional 5,529,950 shares",2024-07-16,2024-07-12T00:00:00,https://www.hsx.vn/Modules/Cms/Web/DownloadFile/27ae7d8a-0436-4907-b469-05208f9d4f71?ridx=1844514565,AIS,0,0,1753-01-01T00:00:00,1753-01-01,Niêm yết thêm,Additional Listing,FTS
40378071,"FTS - Niêm yết bổ sung 85,824,429 cổ phiếu","FTS- Lists additional 85,824,429 shares",2024-06-28,2024-06-27T00:00:00,http://fiinpro.com/News/Detail/11231994?lang=vi-vn,AIS,0,0,1753-01-01T00:00:00,1753-01-01,Niêm yết thêm,Additional Listing,FTS
21806624,FTS - Trả cổ tức Cả năm năm 2022 bằng tiền 500 đồng/cổ phiếu,FTS - Pay cash dividend 2022 - Year at VND 500/share,2023-04-26,2023-06-01T00:00:00,http://fiinpro.com/News/Detail/10765486?lang=vi-vn,DIV,0.05,500,2023-05-12T00:00:00,2023-05-11,Trả cổ tức bằng tiền mặt,Cash Dividend,FTS
37870162,FTS - Trả cổ tức Cả năm năm 2023 bằng tiền 500 đồng/cổ phiếu,FTS - Pay cash dividend 2023 - Year at VND 500/share,2024-05-08,2024-06-06T00:00:00,http://fiinpro.com/News/Detail/11177916?lang=vi-vn,DIV,0.05,500,2024-05-16T00:00:00,2024-05-15,Trả cổ tức bằng tiền mặt,Cash Dividend,FTS
55683730,FTS - Trả cổ tức Cả năm năm 2024 bằng tiền 500 đồng/cổ phiếu,FTS - Pay cash dividend 2024 - Year at VND 500/share,2025-05-06,2025-06-12T00:00:00,https://staticfile.hsx.vn/Uploads/UploadDocuments/2372562/20250506%20-%20FTS%20-%20TB%20814%20ve%20ngay%20DKCC%20tra%20co%20tuc%202024%20bang%20tien%20va%20PH%20CP%20tang%20von%20tu%20nguon%20VCSH.pdf,DIV,0.05,500,2025-05-15T00:00:00,2025-05-14,Trả cổ tức bằng tiền mặt,Cash Dividend,FTS
24617408,"FTS - Niêm yết bổ sung 19,505,036 cổ phiếu","FTS- Lists additional 19,505,036 shares",2023-07-05,2023-06-29T00:00:00,http://fiinpro.com/News/Detail/10835189?lang=vi-vn,AIS,0,0,1753-01-01T00:00:00,1753-01-01,Niêm yết thêm,Additional Listing,FTS
27879718,GAS - Phát hành cổ phiếu thưởng tỷ lệ 20%,GAS - Issues bonus shares at 20%,2023-09-19,2023-09-22T00:00:00,http://fiinpro.com/News/Detail/10931041?lang=vi-vn,ISS,0.2,0,2023-09-25T00:00:00,2023-09-22,Phát hành cổ phiếu,Share Issue,GAS
43030324,GAS - Phát hành cổ phiếu thưởng tỷ lệ 2%,GAS - Issues bonus shares at 2%,2024-08-23,2024-09-13T00:00:00,http://fiinpro.com/News/Detail/11300226?lang=vi-vn,ISS,0.02,0,2024-09-16T00:00:00,2024-09-13,Phát hành cổ phiếu,Share Issue,GAS
25599830,GAS - Trả cổ tức Cả năm năm 2022 bằng tiền 3600 đồng/cổ phiếu,GAS - Pay cash dividend 2022 - Year at VND 3600/share,2023-07-28,2023-11-02T00:00:00,http://fiinpro.com/News/Detail/10878281?lang=vi-vn,DIV,0.36,3600,2023-08-30T00:00:00,2023-08-29,Trả cổ tức bằng tiền mặt,Cash Dividend,GAS
43027533,GAS - Trả cổ tức Cả năm năm 2023 bằng tiền 6000 đồng/cổ phiếu,GAS - Pay cash dividend 2023 - Year at VND 6000/share,2024-08-23,2024-11-28T00:00:00,http://fiinpro.com/News/Detail/11300226?lang=vi-vn,DIV,0.6,6000,2024-09-16T00:00:00,2024-09-13,Trả cổ tức bằng tiền mặt,Cash Dividend,GAS
30200076,"GAS - Niêm yết bổ sung 382,789,847 cổ phiếu","GAS- Lists additional 382,789,847 shares",2023-11-10,2023-11-07T00:00:00,http://fiinpro.com/News/Detail/10983791?lang=vi-vn,AIS,0,0,1753-01-01T00:00:00,1753-01-01,Niêm yết thêm,Additional Listing,GAS
46850593,GAS - Niêm yết bổ sung 45.933.072 cổ phiếu,"GAS- Lists additional 45,933,072 shares",2024-10-24,2024-10-22T00:00:00,http://fiinpro.com/News/Detail/11375683?lang=vi-vn,AIS,0,0,1753-01-01T00:00:00,1753-01-01,Niêm yết thêm,Additional Listing,GAS
55025071,GEE - Phát hành cổ phiếu thưởng tỷ lệ 20%,GEE - Issues bonus shares at 20%,2025-04-23,2025-04-28T00:00:00,http://fiinpro.com/News/Detail/11551367?lang=vi-vn,ISS,0.2,0,2025-04-29T00:00:00,2025-04-28,Phát hành cổ phiếu,Share Issue,GEE
57156419,GEE - Niêm yết bổ sung 60.999.956 cổ phiếu,"GEE- Lists additional 60,999,956 shares",2025-06-04,2025-06-03T00:00:00,http://fiinpro.com/News/Detail/11592953?lang=vi-vn,AIS,0,0,1753-01-01T00:00:00,1753-01-01,Niêm yết thêm,Additional Listing,GEE
20372865,GEE - Trả cổ tức Đợt 2 năm 2022 bằng tiền 500 đồng/cổ phiếu,GEE - Pay cash dividend 2022 - Interim 2 at VND 500/share,2023-03-24,2023-04-28T00:00:00,http://fiinpro.com/News/Detail/10727650?lang=vi-vn,DIV,0.05,500,2023-03-30T00:00:00,2023-03-29,Trả cổ tức bằng tiền mặt,Cash Dividend,GEE
25113666,GEE - Trả cổ tức Đợt 3 năm 2022 bằng tiền 500 đồng/cổ phiếu,GEE - Pay cash dividend 2022 - Interim 3 at VND 500/share,2023-07-17,2023-08-10T00:00:00,http://fiinpro.com/News/Detail/10856732?lang=vi-vn,DIV,0.05,500,2023-07-24T00:00:00,2023-07-21,Trả cổ tức bằng tiền mặt,Cash Dividend,GEE
27607240,GEE - Trả cổ tức Đợt 1 năm 2023 bằng tiền 1000 đồng/cổ phiếu,GEE - Pay cash dividend 2023 - Interim 1 at VND 1000/share,2023-09-12,2023-10-04T00:00:00,http://fiinpro.com/News/Detail/10924804?lang=vi-vn,DIV,0.1,1000,2023-09-15T00:00:00,2023-09-14,Trả cổ tức bằng tiền mặt,Cash Dividend,GEE
32716237,GEE - Trả cổ tức Đợt 2 năm 2023 bằng tiền 500 đồng/cổ phiếu,GEE - Pay cash dividend 2023 - Interim 2 at VND 500/share,2024-01-09,2024-02-02T00:00:00,http://fiinpro.com/News/Detail/11042743?lang=vi-vn,DIV,0.05,500,2024-01-15T00:00:00,2024-01-12,Trả cổ tức bằng tiền mặt,Cash Dividend,GEE
39101357,GEE - Trả cổ tức Đợt 3 năm 2023 bằng tiền 500 đồng/cổ phiếu,GEE - Pay cash dividend 2023 - Interim 3 at VND 500/share,2024-06-03,2024-06-28T00:00:00,http://fiinpro.com/News/Detail/11203139?lang=vi-vn,DIV,0.05,500,2024-06-11T00:00:00,2024-06-10,Trả cổ tức bằng tiền mặt,Cash Dividend,GEE
49003840,GEE - Trả cổ tức Đợt 1 năm 2024 bằng tiền 1000 đồng/cổ phiếu,GEE - Pay cash dividend 2024 - Interim 1 at VND 1000/share,2024-12-24,2025-01-17T00:00:00,http://fiinpro.com/News/Detail/11414929?lang=vi-vn,DIV,0.1,1000,2024-12-30T00:00:00,2024-12-27,Trả cổ tức bằng tiền mặt,Cash Dividend,GEE
54768223,GEE - Trả cổ tức Đợt 2 năm 2024 bằng tiền 2000 đồng/cổ phiếu,GEE - Pay cash dividend 2024 - Interim 2 at VND 2000/share,2025-04-18,2025-05-14T00:00:00,http://fiinpro.com/News/Detail/11545615?lang=vi-vn,DIV,0.2,2000,2025-04-24T00:00:00,2025-04-23,Trả cổ tức bằng tiền mặt,Cash Dividend,GEE
54273038,GEE - Niêm yết bổ sung 5.000.000 cổ phiếu,"GEE- Lists additional 5,000,000 shares",2025-04-04,2025-03-31T00:00:00,http://fiinpro.com/News/Detail/11520073?lang=vi-vn,AIS,0,0,1753-01-01T00:00:00,1753-01-01,Niêm yết thêm,Additional Listing,GEE
58086344,GEX - Niêm yết bổ sung 42.969.155 cổ phiếu,"GEX- Lists additional 42,969,155 shares",2025-06-20,2025-06-19T00:00:00,http://fiinpro.com/News/Detail/11605005?lang=vi-vn,AIS,0,0,1753-01-01T00:00:00,1753-01-01,Niêm yết thêm,Additional Listing,GEX
46009469,GEX - Niêm yết bổ sung 7.934.000 cổ phiếu,"GEX- Lists additional 7,934,000 shares",2024-10-25,2024-10-21T00:00:00,http://fiinpro.com/News/Detail/11359619?lang=vi-vn,AIS,0,0,1753-01-01T00:00:00,1753-01-01,Niêm yết thêm,Additional Listing,GEX
54971365,GEX - Trả cổ tức Cả năm năm 2024 bằng tiền 500 đồng/cổ phiếu,GEX - Pay cash dividend 2024 - Year at VND 500/share,2025-04-22,2025-05-22T00:00:00,http://fiinpro.com/News/Detail/11549527?lang=vi-vn,DIV,0.05,500,2025-04-28T00:00:00,2025-04-25,Trả cổ tức bằng tiền mặt,Cash Dividend,GEX
55686624,GEX - Phát hành cổ phiếu trả cổ tức tỷ lệ 5%,GEX - Issues dividend shares at 5%,2025-05-05,2025-05-14T00:00:00,http://fiinpro.com/News/Detail/11561736?lang=vi-vn,ISS,0.05,0,2025-05-15T00:00:00,2025-05-14,Phát hành cổ phiếu,Share Issue,GEX
58774280,GMD - Trả cổ tức Cả năm năm 2024 bằng tiền 2000 đồng/cổ phiếu,GMD - Pay cash dividend 2024 - Year at VND 2000/share,2025-07-03,2025-07-17T00:00:00,http://fiinpro.com/News/Detail/11620271?lang=vi-vn,DIV,0.2,2000,2025-07-10T00:00:00,2025-07-09,Trả cổ tức bằng tiền mặt,Cash Dividend,GMD
53665672,GMD - Niêm yết bổ sung 6.209.700 cổ phiếu,"GMD- Lists additional 6,209,700 shares",2025-03-27,2025-03-26T00:00:00,http://fiinpro.com/News/Detail/11507655?lang=vi-vn,AIS,0,0,1753-01-01T00:00:00,1753-01-01,Niêm yết thêm,Additional Listing,GMD
24060,GMD - Niêm yết bổ sung 2.226.500 cổ phiếu,"GMD - Lists additional 2,226,500 shares",2021-02-09,2023-01-03T00:00:00,http://fiinpro.com/News/Detail/6912904?lang=vi-VN,AIS,0,0,1753-01-01T00:00:00,1753-01-01,Niêm yết thêm,Additional Listing,GMD
28542030,"GMD - Niêm yết bổ sung 4,520,600 cổ phiếu","GMD- Lists additional 4,520,600 shares",2023-10-04,2023-09-29T00:00:00,https://www.hsx.vn/Modules/Cms/Web/DownloadFile/0fecdbb2-a7f3-4063-94df-b564d8686efd?ridx=1292458162,AIS,0,0,1753-01-01T00:00:00,1753-01-01,Niêm yết thêm,Additional Listing,GMD
39136094,"GMD - Niêm yết bổ sung 4,588,400 cổ phiếu","GMD- Lists additional 4,588,400 shares",2024-04-26,2024-04-25T00:00:00,http://fiinpro.com/News/Detail/11168649?lang=vi-vn,AIS,0,0,1753-01-01T00:00:00,1753-01-01,Niêm yết thêm,Additional Listing,GMD
