mã sự kiện,tiêu đề sự kiện,tiêu đề sự kiện (tiếng Anh),ngày công bố,ngày thực hiện,liên kết nguồn,mã loại sự kiện,tỷ lệ,giá trị,ngày chốt quyền,ngày không hưởng quyền,tên loại sự kiện,tên loại sự kiện (tiếng Anh),mã chứng khoán
24061,GMD - Niêm yết bổ sung 2.226.500 cổ phiếu,"GMD - Lists additional 2,226,500 shares",2021-02-09,2024-12-31T00:00:00,http://fiinpro.com/News/Detail/6912904?lang=vi-VN,AIS,0,0,1753-01-01T00:00:00,1753-01-01,Niêm yết thêm,Additional Listing,GMD
49790855,GMD - Niêm yết bổ sung 103.495.652 cổ phiếu,"GMD- Lists additional 103,495,652 shares",2025-01-09,2025-01-02T00:00:00,http://fiinpro.com/News/Detail/11430207?lang=vi-vn,AIS,0,0,1753-01-01T00:00:00,1753-01-01,Niêm yết thêm,Additional Listing,GMD
27652140,GMD - Trả cổ tức Cả năm năm 2022 bằng tiền 2000 đồng/cổ phiếu,GMD - Pay cash dividend 2022 - Year at VND 2000/share,2023-09-13,2023-09-29T00:00:00,http://fiinpro.com/News/Detail/10926228?lang=vi-vn,DIV,0.2,2000,2023-09-22T00:00:00,2023-09-21,Trả cổ tức bằng tiền mặt,Cash Dividend,GMD
40919704,GMD - Trả cổ tức Cả năm năm 2023 bằng tiền 2200 đồng/cổ phiếu,GMD - Pay cash dividend 2023 - Year at VND 2200/share,2024-07-12,2024-08-16T00:00:00,http://fiinpro.com/News/Detail/11254808?lang=vi-vn,DIV,0.22,2200,2024-07-16T00:00:00,2024-07-15,Trả cổ tức bằng tiền mặt,Cash Dividend,GMD
45679810,GMD - Phát hành cổ phiếu cho cổ đông hiện hữu tỷ lệ 3 : 1 giá 29.000 đồng/cp,"GMD - Issues additional shares for existing shareholders at 3 : 1 at VND 29,000/share",2024-10-18,2024-10-22T00:00:00,http://fiinpro.com/News/Detail/11351022?lang=vi-vn,ISS,0.33333333,0,2024-10-23T00:00:00,2024-10-22,Phát hành cổ phiếu,Share Issue,GMD
29779457,GVR - Trả cổ tức Cả năm năm 2022 bằng tiền 350 đồng/cổ phiếu,GVR - Pay cash dividend 2022 - Year at VND 350/share,2023-11-02,2023-12-08T00:00:00,http://fiinpro.com/News/Detail/10974995?lang=vi-vn,DIV,0.035,350,2023-11-17T00:00:00,2023-11-16,Trả cổ tức bằng tiền mặt,Cash Dividend,GVR
46269830,GVR - Trả cổ tức Cả năm năm 2023 bằng tiền 300 đồng/cổ phiếu,GVR - Pay cash dividend 2023 - Year at VND 300/share,2024-10-29,2024-12-12T00:00:00,http://fiinpro.com/News/Detail/11363559?lang=vi-vn,DIV,0.03,300,2024-11-15T00:00:00,2024-11-14,Trả cổ tức bằng tiền mặt,Cash Dividend,GVR
38566439,"HAG - Niêm yết bổ sung 130,000,000 cổ phiếu","HAG- Lists additional 130,000,000 shares",2024-05-22,2024-05-22T00:00:00,http://fiinpro.com/News/Detail/11192967?lang=vi-vn,AIS,0,0,1753-01-01T00:00:00,1753-01-01,Niêm yết thêm,Additional Listing,HAG
31911475,HCM - Phát hành cổ phiếu trả cổ tức tỷ lệ 15%,HCM - Issues dividend shares at 15%,2023-12-20,2024-01-02T00:00:00,http://fiinpro.com/News/Detail/11025519?lang=vi-vn,ISS,0.15,0,2024-01-03T00:00:00,2024-01-02,Phát hành cổ phiếu,Share Issue,HCM
46306065,HCM - Niêm yết bổ sung 16.000.000 cổ phiếu,"HCM- Lists additional 16,000,000 shares",2024-10-30,2024-10-30T00:00:00,http://fiinpro.com/News/Detail/11364807?lang=vi-vn,AIS,0,0,1753-01-01T00:00:00,1753-01-01,Niêm yết thêm,Additional Listing,HCM
33700318,"HCM - Niêm yết bổ sung 68,579,931 cổ phiếu","HCM- Lists additional 68,579,931 shares",2024-02-02,2024-02-19T00:00:00,http://fiinpro.com/News/Detail/11072543?lang=vi-vn,AIS,0,0,1753-01-01T00:00:00,1753-01-01,Niêm yết thêm,Additional Listing,HCM
17108670,HCM - Trả cổ tức Đợt 1 năm 2022 bằng tiền 250 đồng/cổ phiếu,HCM - Pay cash dividend 2022 - Interim 1 at VND 250/share,2023-01-04,2023-02-08T00:00:00,http://fiinpro.com/News/Detail/10652741?lang=vi-vn,DIV,0.025,250,2023-01-18T00:00:00,2023-01-17,Trả cổ tức bằng tiền mặt,Cash Dividend,HCM
22970718,HCM - Trả cổ tức Đợt 2 năm 2022 bằng tiền 500 đồng/cổ phiếu,HCM - Pay cash dividend 2022 - Interim 2 at VND 500/share,2023-05-23,2023-06-21T00:00:00,http://fiinpro.com/News/Detail/10790545?lang=vi-vn,DIV,0.05,500,2023-06-09T00:00:00,2023-06-08,Trả cổ tức bằng tiền mặt,Cash Dividend,HCM
40534986,HCM - Trả cổ tức Đợt 3 năm 2022 bằng tiền 656 đồng/cổ phiếu,HCM - Pay cash dividend 2022 - Interim 3 at VND 656/share,2024-07-04,2024-08-08T00:00:00,http://fiinpro.com/News/Detail/11245317?lang=vi-vn,DIV,0.0656,656,2024-07-16T00:00:00,2024-07-15,Trả cổ tức bằng tiền mặt,Cash Dividend,HCM
50155163,HCM - Trả cổ tức Đợt 1 năm 2024 bằng tiền 500 đồng/cổ phiếu,HCM - Pay cash dividend 2024 - Interim 1 at VND 500/share,2025-01-16,2025-02-28T00:00:00,http://fiinpro.com/News/Detail/11435939?lang=vi-vn,DIV,0.05,500,2025-02-05T00:00:00,2025-02-04,Trả cổ tức bằng tiền mặt,Cash Dividend,HCM
55174720,HCM - Trả cổ tức Đợt 2 năm 2024 bằng tiền 400 đồng/cổ phiếu,HCM - Pay cash dividend 2024 - Interim 2 at VND 400/share,2025-04-26,2025-06-06T00:00:00,http://fiinpro.com/News/Detail/11556076?lang=vi-vn,DIV,0.04,400,2025-05-14T00:00:00,2025-05-13,Trả cổ tức bằng tiền mặt,Cash Dividend,HCM
39278886,"HCM - Niêm yết bổ sung 178,179,234 cổ phiếu","HCM- Lists additional 178,179,234 shares",2024-06-07,2024-06-06T00:00:00,http://fiinpro.com/News/Detail/11209198?lang=vi-vn,AIS,0,0,1753-01-01T00:00:00,1753-01-01,Niêm yết thêm,Additional Listing,HCM
57792591,HCM - Phát hành cổ phiếu cho cổ đông hiện hữu tỷ lệ 2 : 1 giá 10.000 đồng/cp,"HCM - Issues additional shares for existing shareholders at 2 : 1 at VND 10,000/share",2025-06-13,2025-06-24T00:00:00,http://fiinpro.com/News/Detail/11598561?lang=vi-vn,ISS,0.5,0,2025-06-25T00:00:00,2025-06-24,Phát hành cổ phiếu,Share Issue,HCM
26699263,"HDB - Niêm yết bổ sung 377,289,210 cổ phiếu","HDB- Lists additional 377,289,210 shares",2023-08-22,2023-08-22T00:00:00,http://fiinpro.com/News/Detail/10904515?lang=vi-vn,AIS,0,0,1753-01-01T00:00:00,1753-01-01,Niêm yết thêm,Additional Listing,HDB
46256597,HDB - Niêm yết bổ sung 20.000.000 cổ phiếu,"HDB- Lists additional 20,000,000 shares",2024-10-29,2024-10-25T00:00:00,http://fiinpro.com/News/Detail/11363507?lang=vi-vn,AIS,0,0,1753-01-01T00:00:00,1753-01-01,Niêm yết thêm,Additional Listing,HDB
22624570,HDB - Trả cổ tức Cả năm năm 2022 bằng tiền 1000 đồng/cổ phiếu,HDB - Pay cash dividend 2022 - Year at VND 1000/share,2023-05-15,2023-06-12T00:00:00,http://fiinpro.com/News/Detail/10782983?lang=vi-vn,DIV,0.1,1000,2023-05-30T00:00:00,2023-05-29,Trả cổ tức bằng tiền mặt,Cash Dividend,HDB
40823351,HDB - Trả cổ tức Cả năm năm 2023 bằng tiền 1000 đồng/cổ phiếu,HDB - Pay cash dividend 2023 - Year at VND 1000/share,2024-07-10,2024-07-26T00:00:00,http://fiinpro.com/News/Detail/11251292?lang=vi-vn,DIV,0.1,1000,2024-07-15T00:00:00,2024-07-12,Trả cổ tức bằng tiền mặt,Cash Dividend,HDB
49840983,HDB - Niêm yết bổ sung 582.510.122 cổ phiếu,"HDB- Lists additional 582,510,122 shares",2025-01-09,2025-01-09T00:00:00,http://fiinpro.com/News/Detail/11430828?lang=vi-vn,AIS,0,0,1753-01-01T00:00:00,1753-01-01,Niêm yết thêm,Additional Listing,HDB
24675884,HDB - Phát hành cổ phiếu trả cổ tức tỷ lệ 15%,HDB - Issues dividend shares at 15%,2023-07-05,2023-07-19T00:00:00,http://fiinpro.com/News/Detail/10835773?lang=vi-vn,ISS,0.15,0,2023-07-20T00:00:00,2023-07-19,Phát hành cổ phiếu,Share Issue,HDB
48108780,HDB - Phát hành cổ phiếu trả cổ tức tỷ lệ 20%,HDB - Issues dividend shares at 20%,2024-12-06,2024-12-11T00:00:00,http://fiinpro.com/News/Detail/11399090?lang=vi-vn,ISS,0.2,0,2024-12-12T00:00:00,2024-12-11,Phát hành cổ phiếu,Share Issue,HDB
23320526,HDC - Phát hành cổ phiếu trả cổ tức tỷ lệ 25%,HDC - Issues dividend shares at 25%,2023-05-31,2023-06-16T00:00:00,http://fiinpro.com/News/Detail/10799441?lang=vi-vn,ISS,0.25,0,2023-06-19T00:00:00,2023-06-16,Phát hành cổ phiếu,Share Issue,HDC
36979930,HDC - Phát hành cổ phiếu cho cổ đông hiện hữu tỷ lệ 1000 : 148 giá 15.000 đồng/cp,"HDC - Issues additional shares for existing shareholders at 1000 : 148 at VND 15,000/share",2024-04-17,2024-04-26T00:00:00,http://fiinpro.com/News/Detail/11157942?lang=vi-vn,ISS,0.148,0,2024-05-02T00:00:00,2024-04-26,Phát hành cổ phiếu,Share Issue,HDC
45466441,HDC - Niêm yết bổ sung 23.259.841 cổ phiếu,"HDC- Lists additional 23,259,841 shares",2024-10-11,2024-10-14T00:00:00,http://fiinpro.com/News/Detail/11345292?lang=vi-vn,AIS,0,0,1753-01-01T00:00:00,1753-01-01,Niêm yết thêm,Additional Listing,HDC
41244183,"HDC - Niêm yết bổ sung 19,990,244 cổ phiếu","HDC- Lists additional 19,990,244 shares",2024-07-19,2024-07-19T00:00:00,http://fiinpro.com/News/Detail/11262346?lang=vi-vn,AIS,0,0,1753-01-01T00:00:00,1753-01-01,Niêm yết thêm,Additional Listing,HDC
43469491,HDC - Phát hành cổ phiếu trả cổ tức tỷ lệ 15%,HDC - Issues dividend shares at 15%,2024-08-30,2024-09-16T00:00:00,http://fiinpro.com/News/Detail/11307209?lang=vi-vn,ISS,0.15,0,2024-09-17T00:00:00,2024-09-16,Phát hành cổ phiếu,Share Issue,HDC
25145816,"HDC - Niêm yết bổ sung 27,019,188 cổ phiếu","HDC- Lists additional 27,019,188 shares",2023-07-18,2023-07-17T00:00:00,https://www.hsx.vn/Modules/Cms/Web/DownloadFile/f815b079-6967-456f-bb7d-64804b1312f4?ridx=997756217,AIS,0,0,1753-01-01T00:00:00,1753-01-01,Niêm yết thêm,Additional Listing,HDC
825979,HDC - Niêm yết bổ sung 2.716.182 cổ phiếu,"HDC - Lists additional 2,716,182 shares",2021-11-04,2024-08-29T00:00:00,https://www.hsx.vn/Modules/Cms/Web/DownloadFile/7b2ec364-d3c8-4c38-9f80-17e5cdf18022?ridx=331193555,AIS,0,0,1753-01-01T00:00:00,1753-01-01,Niêm yết thêm,Additional Listing,HDC
24324649,HDG - Phát hành cổ phiếu trả cổ tức tỷ lệ 25%,HDG - Issues dividend shares at 25%,2023-06-28,2023-07-04T00:00:00,http://fiinpro.com/News/Detail/10828122?lang=vi-vn,ISS,0.25,0,2023-07-05T00:00:00,2023-07-04,Phát hành cổ phiếu,Share Issue,HDG
59803115,HDG - Niêm yết bổ sung 33.631.506 cổ phiếu,"HDG- Lists additional 33,631,506 shares",2025-07-24,2025-07-22T00:00:00,http://fiinpro.com/News/Detail/11647134?lang=vi-vn,AIS,0,0,1753-01-01T00:00:00,1753-01-01,Niêm yết thêm,Additional Listing,HDG
26967518,"HDG - Niêm yết bổ sung 61,150,943 cổ phiếu","HDG- Lists additional 61,150,943 shares",2023-08-28,2023-08-18T00:00:00,http://fiinpro.com/News/Detail/10910961?lang=vi-vn,AIS,0,0,1753-01-01T00:00:00,1753-01-01,Niêm yết thêm,Additional Listing,HDG
39720668,HDG - Trả cổ tức Cả năm năm 2023 bằng tiền 500 đồng/cổ phiếu,HDG - Pay cash dividend 2023 - Year at VND 500/share,2024-06-14,2024-07-05T00:00:00,http://fiinpro.com/News/Detail/11217744?lang=vi-vn,DIV,0.05,500,2024-06-25T00:00:00,2024-06-24,Trả cổ tức bằng tiền mặt,Cash Dividend,HDG
39723437,HDG - Phát hành cổ phiếu trả cổ tức tỷ lệ 10%,HDG - Issues dividend shares at 10%,2024-06-14,2024-06-24T00:00:00,http://fiinpro.com/News/Detail/11217744?lang=vi-vn,ISS,0.1,0,2024-06-25T00:00:00,2024-06-24,Phát hành cổ phiếu,Share Issue,HDG
57482560,HDG - Phát hành cổ phiếu trả cổ tức tỷ lệ 10%,HDG - Issues dividend shares at 10%,2025-06-10,2025-06-13T00:00:00,http://fiinpro.com/News/Detail/11595454?lang=vi-vn,ISS,0.1,0,2025-06-16T00:00:00,2025-06-13,Phát hành cổ phiếu,Share Issue,HDG
41799989,"HDG - Niêm yết bổ sung 30,574,688 cổ phiếu","HDG- Lists additional 30,574,688 shares",2024-07-31,2024-07-29T00:00:00,http://fiinpro.com/News/Detail/11276215?lang=vi-vn,AIS,0,0,1753-01-01T00:00:00,1753-01-01,Niêm yết thêm,Additional Listing,HDG
17181437,"HHV - Niêm yết bổ sung 40,420,360 cổ phiếu","HHV- Lists additional 40,420,360 shares",2023-01-06,2023-01-06T00:00:00,http://fiinpro.com/News/Detail/10655495?lang=vi-vn,AIS,0,0,1753-01-01T00:00:00,1753-01-01,Niêm yết thêm,Additional Listing,HHV
23277066,HHV - Phát hành cổ phiếu trả cổ tức tỷ lệ 7%,HHV - Issues dividend shares at 7%,2023-05-30,2023-06-07T00:00:00,http://fiinpro.com/News/Detail/10797966?lang=vi-vn,ISS,0.07,0,2023-06-08T00:00:00,2023-06-07,Phát hành cổ phiếu,Share Issue,HHV
30580598,HHV - Phát hành cổ phiếu cho cổ đông hiện hữu tỷ lệ 4 : 1 giá 10.000 đồng/cp,"HHV - Issues additional shares for existing shareholders at 4 : 1 at VND 10,000/share",2023-11-21,2023-11-28T00:00:00,http://fiinpro.com/News/Detail/10991177?lang=vi-vn,ISS,0.25,0,2023-11-29T00:00:00,2023-11-28,Phát hành cổ phiếu,Share Issue,HHV
40826181,HHV - Phát hành cổ phiếu trả cổ tức tỷ lệ 5%,HHV - Issues dividend shares at 5%,2024-07-10,2024-07-19T00:00:00,http://fiinpro.com/News/Detail/11251291?lang=vi-vn,ISS,0.05,0,2024-07-22T00:00:00,2024-07-19,Phát hành cổ phiếu,Share Issue,HHV
25101697,"HHV - Niêm yết bổ sung 21,545,901 cổ phiếu","HHV- Lists additional 21,545,901 shares",2023-07-14,2023-07-14T00:00:00,http://fiinpro.com/News/Detail/10856067?lang=vi-vn,AIS,0,0,1753-01-01T00:00:00,1753-01-01,Niêm yết thêm,Additional Listing,HHV
35258025,"HHV - Niêm yết bổ sung 82,329,818 cổ phiếu","HHV- Lists additional 82,329,818 shares",2024-03-12,2024-03-08T00:00:00,https://www.hsx.vn/Modules/Cms/Web/DownloadFile/a4114a78-0ab5-4985-9d98-eed2fc3ac7b5?ridx=1578213680,AIS,0,0,1753-01-01T00:00:00,1753-01-01,Niêm yết thêm,Additional Listing,HHV
43063205,HHV - Niêm yết bổ sung 20.575.359 cổ phiếu,"HHV- Lists additional 20,575,359 shares",2024-08-23,2024-08-22T00:00:00,http://fiinpro.com/News/Detail/11300231?lang=vi-vn,AIS,0,0,1753-01-01T00:00:00,1753-01-01,Niêm yết thêm,Additional Listing,HHV
59141381,HHV - Phát hành cổ phiếu trả cổ tức tỷ lệ 5%,HHV - Issues dividend shares at 5%,2025-07-10,2025-07-18T00:00:00,http://fiinpro.com/News/Detail/11628073?lang=vi-vn,ISS,0.05,0,2025-07-21T00:00:00,2025-07-18,Phát hành cổ phiếu,Share Issue,HHV
57517528,HHV - Niêm yết bổ sung 41.500.000 cổ phiếu,"HHV- Lists additional 41,500,000 shares",2025-06-11,2025-06-10T00:00:00,http://fiinpro.com/News/Detail/11595785?lang=vi-vn,AIS,0,0,1753-01-01T00:00:00,1753-01-01,Niêm yết thêm,Additional Listing,HHV
38203292,HPG - Phát hành cổ phiếu thưởng tỷ lệ 10%,HPG - Issues bonus shares at 10%,2024-05-15,2024-05-23T00:00:00,http://fiinpro.com/News/Detail/11185180?lang=vi-vn,ISS,0.1,0,2024-05-24T00:00:00,2024-05-23,Phát hành cổ phiếu,Share Issue,HPG
57224597,HPG - Phát hành cổ phiếu trả cổ tức tỷ lệ 20%,HPG - Issues dividend shares at 20%,2025-06-05,2025-06-26T00:00:00,http://fiinpro.com/News/Detail/11593657?lang=vi-vn,ISS,0.2,0,2025-06-27T00:00:00,2025-06-26,Phát hành cổ phiếu,Share Issue,HPG
59698533,HPG - Niêm yết bổ sung 1.279.215.655 cổ phiếu,"HPG- Lists additional 1,279,215,655 shares",2025-07-22,2025-07-22T00:00:00,http://fiinpro.com/News/Detail/11641899?lang=vi-vn,AIS,0,0,1753-01-01T00:00:00,1753-01-01,Niêm yết thêm,Additional Listing,HPG
39946775,"HPG - Niêm yết bổ sung 581,464,500 cổ phiếu","HPG- Lists additional 581,464,500 shares",2024-06-21,2024-06-19T00:00:00,https://www.hsx.vn/Modules/Cms/Web/DownloadFile/5c0cf683-ee35-47a2-a012-4b240417a6a9?ridx=1488554837,AIS,0,0,1753-01-01T00:00:00,1753-01-01,Niêm yết thêm,Additional Listing,HPG
24127504,HSG - Phát hành cổ phiếu trả cổ tức tỷ lệ 3%,HSG - Issues dividend shares at 3%,2023-06-21,2023-06-26T00:00:00,http://fiinpro.com/News/Detail/10820799?lang=vi-vn,ISS,0.03,0,2023-06-27T00:00:00,2023-06-26,Phát hành cổ phiếu,Share Issue,HSG
25234079,"HSG - Niêm yết bổ sung 17,927,323 cổ phiếu","HSG- Lists additional 17,927,323 shares",2023-07-20,2023-07-19T00:00:00,http://fiinpro.com/News/Detail/10871590?lang=vi-vn,AIS,0,0,1753-01-01T00:00:00,1753-01-01,Niêm yết thêm,Additional Listing,HSG
36883443,HSG - Trả cổ tức Cả năm năm 2023 bằng tiền 500 đồng/cổ phiếu,HSG - Pay cash dividend 2023 - Year at VND 500/share,2024-04-17,2024-05-10T00:00:00,http://fiinpro.com/News/Detail/11157332?lang=vi-vn,DIV,0.05,500,2024-04-25T00:00:00,2024-04-24,Trả cổ tức bằng tiền mặt,Cash Dividend,HSG
53628533,HSG - Trả cổ tức Cả năm năm 2024 bằng tiền 500 đồng/cổ phiếu,HSG - Pay cash dividend 2024 - Year at VND 500/share,2025-03-26,2025-04-28T00:00:00,http://fiinpro.com/News/Detail/11505306?lang=vi-vn,DIV,0.05,500,2025-04-03T00:00:00,2025-04-02,Trả cổ tức bằng tiền mặt,Cash Dividend,HSG
46652498,HSG - Niêm yết bổ sung 5.000.000 cổ phiếu,"HSG- Lists additional 5,000,000 shares",2024-11-06,2024-11-04T00:00:00,http://fiinpro.com/News/Detail/11371612?lang=vi-vn,AIS,0,0,1753-01-01T00:00:00,1753-01-01,Niêm yết thêm,Additional Listing,HSG
29120491,HT1 - Trả cổ tức Cả năm năm 2022 bằng tiền 400 đồng/cổ phiếu,HT1 - Pay cash dividend 2022 - Year at VND 400/share,2023-10-18,2023-11-27T00:00:00,http://fiinpro.com/News/Detail/10959254?lang=vi-vn,DIV,0.04,400,2023-11-08T00:00:00,2023-11-07,Trả cổ tức bằng tiền mặt,Cash Dividend,HT1
27922130,IMP - Trả cổ tức Cả năm năm 2022 bằng tiền 1000 đồng/cổ phiếu,IMP - Pay cash dividend 2022 - Year at VND 1000/share,2023-09-20,2023-10-20T00:00:00,http://fiinpro.com/News/Detail/10932459?lang=vi-vn,DIV,0.1,1000,2023-10-06T00:00:00,2023-10-05,Trả cổ tức bằng tiền mặt,Cash Dividend,IMP
40438908,IMP - Trả cổ tức Cả năm năm 2023 bằng tiền 1000 đồng/cổ phiếu,IMP - Pay cash dividend 2023 - Year at VND 1000/share,2024-07-02,2024-07-23T00:00:00,http://fiinpro.com/News/Detail/11243827?lang=vi-vn,DIV,0.1,1000,2024-07-12T00:00:00,2024-07-11,Trả cổ tức bằng tiền mặt,Cash Dividend,IMP
56758401,IMP - Trả cổ tức Cả năm năm 2024 bằng tiền 500 đồng/cổ phiếu,IMP - Pay cash dividend 2024 - Year at VND 500/share,2025-05-27,2025-07-09T00:00:00,http://fiinpro.com/News/Detail/11589696?lang=vi-vn,DIV,0.05,500,2025-06-10T00:00:00,2025-06-09,Trả cổ tức bằng tiền mặt,Cash Dividend,IMP
40441710,IMP - Phát hành cổ phiếu trả cổ tức tỷ lệ 10%,IMP - Issues dividend shares at 10%,2024-07-02,2024-07-11T00:00:00,http://fiinpro.com/News/Detail/11243827?lang=vi-vn,ISS,0.1,0,2024-07-12T00:00:00,2024-07-11,Phát hành cổ phiếu,Share Issue,IMP
25907,IMP - Niêm yết bổ sung 987.720 cổ phiếu,"IMP - Lists additional 987,720 shares",2020-11-02,2023-10-09T00:00:00,http://fiinpro.com/News/Detail/6091660?lang=vi-VN,AIS,0,0,1753-01-01T00:00:00,1753-01-01,Niêm yết thêm,Additional Listing,IMP
29812693,"IMP - Niêm yết bổ sung 3,333,079 cổ phiếu","IMP- Lists additional 3,333,079 shares",2023-11-03,2023-11-03T00:00:00,http://fiinpro.com/News/Detail/10976243?lang=vi-vn,AIS,0,0,1753-01-01T00:00:00,1753-01-01,Niêm yết thêm,Additional Listing,IMP
27924769,IMP - Phát hành cổ phiếu trả cổ tức tỷ lệ 5%,IMP - Issues dividend shares at 5%,2023-09-20,2023-10-05T00:00:00,http://fiinpro.com/News/Detail/10932459?lang=vi-vn,ISS,0.05,0,2023-10-06T00:00:00,2023-10-05,Phát hành cổ phiếu,Share Issue,IMP
43713787,IMP - Phát hành cổ phiếu thưởng tỷ lệ 100%,IMP - Issues bonus shares at 100%,2024-09-06,2024-09-17T00:00:00,http://fiinpro.com/News/Detail/11311827?lang=vi-vn,ISS,1,0,2024-09-18T00:00:00,2024-09-17,Phát hành cổ phiếu,Share Issue,IMP
45417134,IMP - Niêm yết bổ sung 77.004.481 cổ phiếu,"IMP- Lists additional 77,004,481 shares",2024-10-11,2024-10-14T00:00:00,http://fiinpro.com/News/Detail/11345294?lang=vi-vn,AIS,0,0,1753-01-01T00:00:00,1753-01-01,Niêm yết thêm,Additional Listing,IMP
42187743,"IMP - Niêm yết bổ sung 6,999,832 cổ phiếu","IMP- Lists additional 6,999,832 shares",2024-08-08,2024-08-08T00:00:00,http://fiinpro.com/News/Detail/11284057?lang=vi-vn,AIS,0,0,1753-01-01T00:00:00,1753-01-01,Niêm yết thêm,Additional Listing,IMP
39246800,KDC - Sử dụng 22.517.346 cổ phiếu quỹ chia cho CĐHH,"KDC - Delivers 22,517,346 treasury shares to existing shareholders",2024-06-06,2024-06-13T00:00:00,http://fiinpro.com/News/Detail/11207842?lang=vi-vn,ISS,0.0842434,0,2024-06-14T00:00:00,2024-06-13,Phát hành cổ phiếu,Share Issue,KDC
32819460,"KDC - Niêm yết bổ sung 10,064,960 cổ phiếu","KDC- Lists additional 10,064,960 shares",2024-01-11,2024-01-09T00:00:00,http://fiinpro.com/News/Detail/11046265?lang=vi-vn,AIS,0,0,1753-01-01T00:00:00,1753-01-01,Niêm yết thêm,Additional Listing,KDC
32508272,KDC - Trả cổ tức Đợt 2 năm 2022 bằng tiền 1000 đồng/cổ phiếu,KDC - Pay cash dividend 2022 - Interim 2 at VND 1000/share,2023-12-29,2024-01-22T00:00:00,http://fiinpro.com/News/Detail/11035593?lang=vi-vn,DIV,0.1,1000,2024-01-12T00:00:00,2024-01-11,Trả cổ tức bằng tiền mặt,Cash Dividend,KDC
45085325,KDC - Trả cổ tức Cả năm năm 2023 bằng tiền 600 đồng/cổ phiếu,KDC - Pay cash dividend 2023 - Year at VND 600/share,2024-10-04,2024-10-24T00:00:00,http://fiinpro.com/News/Detail/11338811?lang=vi-vn,DIV,0.06,600,2024-10-15T00:00:00,2024-10-14,Trả cổ tức bằng tiền mặt,Cash Dividend,KDC
42819588,"KDH - Niêm yết bổ sung 110,091,744 cổ phiếu","KDH- Lists additional 110,091,744 shares",2024-08-21,2024-08-21T00:00:00,http://fiinpro.com/News/Detail/11296947?lang=vi-vn,AIS,0,0,1753-01-01T00:00:00,1753-01-01,Niêm yết thêm,Additional Listing,KDH
28218004,KDH - Phát hành cổ phiếu trả cổ tức tỷ lệ 10%,KDH - Issues dividend shares at 10%,2023-09-27,2023-10-03T00:00:00,http://fiinpro.com/News/Detail/10939991?lang=vi-vn,ISS,0.1,0,2023-10-04T00:00:00,2023-10-03,Phát hành cổ phiếu,Share Issue,KDH
58829257,KDH - Phát hành cổ phiếu trả cổ tức tỷ lệ 10%,KDH - Issues dividend shares at 10%,2025-07-04,2025-07-17T00:00:00,http://fiinpro.com/News/Detail/11621098?lang=vi-vn,ISS,0.1,0,2025-07-18T00:00:00,2025-07-17,Phát hành cổ phiếu,Share Issue,KDH
44940464,KDH - Phát hành cổ phiếu trả cổ tức tỷ lệ 10%,KDH - Issues dividend shares at 10%,2024-10-03,2024-10-17T00:00:00,http://fiinpro.com/News/Detail/11336237?lang=vi-vn,ISS,0.1,0,2024-10-18T00:00:00,2024-10-17,Phát hành cổ phiếu,Share Issue,KDH
29494242,"KDH - Niêm yết bổ sung 82,481,976 cổ phiếu","KDH- Lists additional 82,481,976 shares",2023-10-27,2023-10-27T00:00:00,http://fiinpro.com/News/Detail/10968751?lang=vi-vn,AIS,0,0,1753-01-01T00:00:00,1753-01-01,Niêm yết thêm,Additional Listing,KDH
46652501,KDH - Niêm yết bổ sung 101.738.850 cổ phiếu,"KDH- Lists additional 101,738,850 shares",2024-11-07,2024-11-07T00:00:00,,AIS,0,0,1753-01-01T00:00:00,1753-01-01,Niêm yết thêm,Additional Listing,KDH
25292820,LPB - Phát hành cổ phiếu trả cổ tức tỷ lệ 19%,LPB - Issues dividend shares at 19%,2023-07-21,2023-08-22T00:00:00,http://fiinpro.com/News/Detail/10874445?lang=vi-vn,ISS,0.19,0,2023-08-23T00:00:00,2023-08-22,Phát hành cổ phiếu,Share Issue,LPB
49006717,"LPB - Phát hành cổ phiếu trả cổ tức tỷ lệ 16,8%",LPB - Issues dividend shares at 16.8%,2024-12-24,2024-12-27T00:00:00,http://fiinpro.com/News/Detail/11414873?lang=vi-vn,ISS,0.168,0,2024-12-30T00:00:00,2024-12-27,Phát hành cổ phiếu,Share Issue,LPB
51095618,LPB - Niêm yết bổ sung 429.665.684 cổ phiếu,"LPB- Lists additional 429,665,684 shares",2025-02-04,2025-02-03T00:00:00,http://fiinpro.com/News/Detail/11450395?lang=vi-vn,AIS,0,0,1753-01-01T00:00:00,1753-01-01,Niêm yết thêm,Additional Listing,LPB
7762873,"LPB - Niêm yết bổ sung 34,995,849 cổ phiếu","LPB- Lists additional 34,995,849 shares",2022-04-28,2023-01-30T00:00:00,http://fiinpro.com/News/Detail/10308865?lang=vi-vn,AIS,0,0,1753-01-01T00:00:00,1753-01-01,Niêm yết thêm,Additional Listing,LPB
56040796,LPB - Trả cổ tức Cả năm năm 2024 bằng tiền 2500 đồng/cổ phiếu,LPB - Pay cash dividend 2024 - Year at VND 2500/share,2025-05-13,2025-05-28T00:00:00,http://fiinpro.com/News/Detail/11570635?lang=vi-vn,DIV,0.25,2500,2025-05-20T00:00:00,2025-05-19,Trả cổ tức bằng tiền mặt,Cash Dividend,LPB
